merchant_id,category,merchant_risk_score
91894,grocery,0.735
91895,fashion,0.5
91896,fashion,0.151
91897,fashion,0.215
91898,grocery,0.042
91899,electronics,0.256
91900,electronics,0.166
91901,furniture,0.297
91902,appliances,0.109
91903,fashion,0.232
91904,appliances,0.417
91905,furniture,0.067
91906,appliances,0.071
91907,fashion,0.166
91908,electronics,0.024
91909,fashion,0.455
91910,fashion,0.129
91911,appliances,0.491
91912,fashion,0.191
91913,furniture,0.08
91914,fashion,0.229
91915,fashion,0.221
91916,grocery,0.556
91917,grocery,0.374
91918,electronics,0.123
91919,electronics,0.376
91920,electronics,0.011
91921,furniture,0.204
91922,appliances,0.78
91923,grocery,0.235
91924,appliances,0.08
91925,furniture,0.311
91926,appliances,0.411
91927,furniture,0.333
91928,appliances,0.154
91929,grocery,0.306
91930,fashion,0.243
91931,furniture,0.285
91932,grocery,0.365
91933,grocery,0.092
91934,appliances,0.177
91935,fashion,0.201
91936,furniture,0.451
91937,electronics,0.324
91938,fashion,0.127
91939,fashion,0.482
91940,fashion,0.156
91941,fashion,0.329
91942,grocery,0.189
91943,fashion,0.37
91944,electronics,0.128
91945,electronics,0.243
91946,furniture,0.142
91947,grocery,0.122
91948,appliances,0.086
91949,furniture,0.374
91950,appliances,0.199
91951,fashion,0.326
91952,grocery,0.272
91953,grocery,0.039
91954,electronics,0.141
91955,appliances,0.386
91956,fashion,0.118
91957,grocery,0.352
91958,fashion,0.142
91959,furniture,0.654
91960,appliances,0.179
91961,grocery,0.332
91962,fashion,0.123
91963,grocery,0.266
91964,fashion,0.202
91965,fashion,0.099
91966,grocery,0.44
91967,electronics,0.429
91968,electronics,0.259
91969,grocery,0.298
91970,furniture,0.498
91971,electronics,0.502
91972,furniture,0.405
91973,electronics,0.293
91974,fashion,0.449
91975,electronics,0.075
91976,furniture,0.299
91977,grocery,0.338
91978,fashion,0.218
91979,appliances,0.403
91980,grocery,0.215
91981,grocery,0.441
91982,furniture,0.242
91983,electronics,0.394
91984,electronics,0.557
91985,furniture,0.271
91986,fashion,0.059
91987,furniture,0.269
91988,fashion,0.361
91989,fashion,0.16
91990,appliances,0.242
91991,appliances,0.513
91992,fashion,0.285
91993,furniture,0.17
91994,furniture,0.107
91995,furniture,0.129
91996,fashion,0.215
91997,fashion,0.046
91998,appliances,0.293
91999,grocery,0.113
92000,furniture,0.278
92001,appliances,0.462
92002,electronics,0.041
92003,fashion,0.051
92004,fashion,0.493
92005,furniture,0.27
92006,fashion,0.466
92007,grocery,0.096
92008,furniture,0.247
92009,appliances,0.289
92010,appliances,0.396
92011,fashion,0.59
92012,electronics,0.265
92013,furniture,0.074
92014,furniture,0.35
92015,appliances,0.282
92016,electronics,0.086
92017,appliances,0.03
92018,appliances,0.071
92019,fashion,0.21
92020,furniture,0.245
92021,fashion,0.324
92022,fashion,0.499
92023,electronics,0.489
92024,furniture,0.492
92025,furniture,0.077
92026,electronics,0.13
92027,electronics,0.179
92028,fashion,0.12
92029,grocery,0.131
92030,electronics,0.547
92031,furniture,0.369
92032,appliances,0.432
92033,electronics,0.71
92034,fashion,0.588
92035,fashion,0.046
92036,appliances,0.302
92037,fashion,0.303
92038,electronics,0.625
92039,furniture,0.369
92040,electronics,0.057
92041,appliances,0.183
92042,furniture,0.367
92043,fashion,0.151
92044,fashion,0.403
92045,electronics,0.056
92046,appliances,0.188
92047,electronics,0.424
92048,electronics,0.284
92049,appliances,0.164
92050,grocery,0.427
92051,furniture,0.171
92052,electronics,0.401
92053,furniture,0.202
92054,furniture,0.299
92055,appliances,0.424
92056,appliances,0.117
92057,grocery,0.133
92058,electronics,0.243
92059,furniture,0.218
92060,grocery,0.313
92061,furniture,0.261
92062,electronics,0.095
92063,appliances,0.125
92064,fashion,0.247
92065,fashion,0.416
92066,grocery,0.251
92067,electronics,0.163
92068,grocery,0.403
92069,grocery,0.185
92070,electronics,0.287
92071,fashion,0.128
92072,grocery,0.282
92073,furniture,0.394
92074,furniture,0.561
92075,appliances,0.437
92076,electronics,0.143
92077,furniture,0.254
92078,grocery,0.354
92079,electronics,0.428
92080,electronics,0.376
92081,grocery,0.391
92082,grocery,0.139
92083,grocery,0.551
92084,furniture,0.541
92085,furniture,0.063
92086,grocery,0.196
92087,furniture,0.301
92088,furniture,0.286
92089,fashion,0.137
92090,appliances,0.054
92091,furniture,0.338
92092,fashion,0.33
92093,furniture,0.141
92094,grocery,0.306
92095,grocery,0.214
92096,grocery,0.319
92097,furniture,0.41
92098,fashion,0.023
92099,fashion,0.624
92100,grocery,0.211
92101,fashion,0.654
92102,grocery,0.257
92103,fashion,0.22
92104,appliances,0.307
92105,appliances,0.062
92106,appliances,0.202
92107,grocery,0.278
92108,fashion,0.234
92109,electronics,0.358
92110,appliances,0.187
92111,appliances,0.386
92112,electronics,0.266
92113,fashion,0.338
92114,fashion,0.274
92115,electronics,0.141
92116,electronics,0.312
92117,appliances,0.28
92118,furniture,0.076
92119,electronics,0.282
92120,grocery,0.144
92121,electronics,0.152
92122,electronics,0.182
92123,furniture,0.276
92124,appliances,0.079
92125,fashion,0.394
92126,furniture,0.137
92127,grocery,0.228
92128,fashion,0.462
92129,fashion,0.206
92130,electronics,0.168
92131,appliances,0.285
92132,furniture,0.521
92133,grocery,0.122
92134,appliances,0.375
92135,fashion,0.108
92136,appliances,0.486
92137,fashion,0.138
92138,furniture,0.519
92139,appliances,0.291
92140,electronics,0.297
92141,grocery,0.582
92142,grocery,0.4
92143,appliances,0.05
92144,fashion,0.654
92145,fashion,0.248
92146,appliances,0.754
92147,furniture,0.047
92148,electronics,0.276
92149,appliances,0.361
92150,appliances,0.501
92151,electronics,0.488
92152,electronics,0.362
92153,electronics,0.316
92154,appliances,0.512
92155,fashion,0.095
92156,furniture,0.137
92157,appliances,0.476
92158,appliances,0.287
92159,fashion,0.328
92160,grocery,0.338
92161,electronics,0.532
92162,grocery,0.477
92163,appliances,0.395
92164,furniture,0.15
92165,furniture,0.458
92166,furniture,0.24
92167,fashion,0.155
92168,electronics,0.409
92169,fashion,0.211
92170,fashion,0.312
92171,grocery,0.219
92172,grocery,0.309
92173,grocery,0.363
92174,fashion,0.202
92175,electronics,0.092
92176,fashion,0.099
92177,fashion,0.184
92178,fashion,0.37
92179,furniture,0.313
92180,fashion,0.113
92181,electronics,0.088
92182,electronics,0.615
92183,grocery,0.129
92184,furniture,0.115
92185,fashion,0.583
92186,electronics,0.179
92187,grocery,0.47
92188,fashion,0.224
92189,electronics,0.375
92190,furniture,0.181
92191,appliances,0.136
92192,fashion,0.873
92193,grocery,0.299
92194,electronics,0.304
92195,fashion,0.395
92196,furniture,0.414
92197,appliances,0.205
92198,appliances,0.124
92199,appliances,0.078
92200,furniture,0.179
92201,electronics,0.384
92202,grocery,0.339
92203,furniture,0.193
92204,grocery,0.351
92205,furniture,0.31
92206,appliances,0.383
92207,appliances,0.067
92208,appliances,0.149
92209,fashion,0.172
92210,grocery,0.252
92211,fashion,0.228
92212,grocery,0.288
92213,electronics,0.205
92214,furniture,0.273
92215,furniture,0.198
92216,grocery,0.096
92217,grocery,0.257
92218,appliances,0.502
92219,appliances,0.02
92220,grocery,0.419
92221,grocery,0.273
92222,appliances,0.084
92223,furniture,0.265
92224,fashion,0.45
92225,grocery,0.114
92226,electronics,0.556
92227,electronics,0.143
92228,fashion,0.494
92229,fashion,0.308
92230,electronics,0.386
92231,appliances,0.057
92232,electronics,0.193
92233,furniture,0.362
92234,appliances,0.264
92235,electronics,0.492
92236,grocery,0.22
92237,furniture,0.231
92238,grocery,0.083
92239,appliances,0.095
92240,electronics,0.296
92241,grocery,0.079
92242,appliances,0.153
92243,electronics,0.086
92244,appliances,0.406
92245,fashion,0.283
92246,furniture,0.312
92247,appliances,0.292
92248,fashion,0.187
92249,grocery,0.166
92250,furniture,0.529
92251,electronics,0.249
92252,fashion,0.461
92253,grocery,0.496
92254,grocery,0.01
92255,grocery,0.602
92256,appliances,0.787
92257,furniture,0.441
92258,appliances,0.127
92259,fashion,0.302
92260,fashion,0.706
92261,furniture,0.282
92262,furniture,0.308
92263,electronics,0.043
92264,electronics,0.14
92265,appliances,0.089
92266,appliances,0.267
92267,grocery,0.122
92268,fashion,0.442
92269,grocery,0.517
92270,appliances,0.389
92271,appliances,0.478
92272,appliances,0.259
92273,electronics,0.471
92274,electronics,0.221
92275,fashion,0.461
92276,electronics,0.225
92277,electronics,0.247
92278,electronics,0.451
92279,fashion,0.328
92280,appliances,0.185
92281,grocery,0.28
92282,furniture,0.183
92283,appliances,0.567
92284,appliances,0.491
92285,fashion,0.442
92286,grocery,0.258
92287,furniture,0.461
92288,appliances,0.132
92289,fashion,0.45
92290,grocery,0.131
92291,furniture,0.041
92292,grocery,0.421
92293,fashion,0.33
92294,grocery,0.175
92295,fashion,0.401
92296,appliances,0.404
92297,appliances,0.229
92298,fashion,0.167
92299,grocery,0.563
92300,electronics,0.37
92301,grocery,0.395
92302,furniture,0.502
92303,appliances,0.386
92304,appliances,0.366
92305,fashion,0.323
92306,appliances,0.156
92307,grocery,0.165
92308,appliances,0.451
92309,electronics,0.078
92310,electronics,0.132
92311,electronics,0.279
92312,grocery,0.13
92313,fashion,0.147
92314,grocery,0.224
92315,fashion,0.632
92316,electronics,0.046
92317,appliances,0.218
92318,furniture,0.15
92319,furniture,0.269
92320,fashion,0.634
92321,appliances,0.098
92322,appliances,0.313
92323,fashion,0.446
92324,fashion,0.05
92325,appliances,0.247
92326,electronics,0.411
92327,fashion,0.221
92328,fashion,0.459
92329,electronics,0.238
92330,grocery,0.208
92331,electronics,0.342
92332,electronics,0.63
92333,appliances,0.486
92334,fashion,0.129
92335,electronics,0.217
92336,grocery,0.36
92337,fashion,0.188
92338,grocery,0.311
92339,grocery,0.074
92340,appliances,0.347
92341,fashion,0.23
92342,furniture,0.051
92343,furniture,0.093
92344,electronics,0.027
92345,fashion,0.167
92346,grocery,0.388
92347,grocery,0.188
92348,furniture,0.463
92349,fashion,0.232
92350,grocery,0.206
92351,grocery,0.367
92352,furniture,0.188
92353,grocery,0.086
92354,furniture,0.19
92355,electronics,0.077
92356,electronics,0.298
92357,electronics,0.409
92358,grocery,0.243
92359,grocery,0.471
92360,appliances,0.299
92361,fashion,0.387
92362,grocery,0.502
92363,fashion,0.388
92364,furniture,0.225
92365,fashion,0.179
92366,electronics,0.426
92367,fashion,0.444
92368,furniture,0.29
92369,electronics,0.283
92370,grocery,0.268
92371,appliances,0.304
92372,grocery,0.186
92373,fashion,0.436
92374,fashion,0.43
92375,electronics,0.061
92376,fashion,0.132
92377,appliances,0.355
92378,furniture,0.744
92379,appliances,0.149
92380,electronics,0.035
92381,electronics,0.716
92382,furniture,0.027
92383,grocery,0.119
92384,furniture,0.091
92385,appliances,0.337
92386,fashion,0.334
92387,appliances,0.441
92388,fashion,0.378
92389,electronics,0.551
92390,furniture,0.024
92391,furniture,0.269
92392,appliances,0.132
92393,fashion,0.327
92394,appliances,0.325
92395,electronics,0.365
92396,appliances,0.152
92397,fashion,0.575
92398,fashion,0.373
92399,furniture,0.523
92400,furniture,0.193
92401,electronics,0.292
92402,fashion,0.338
92403,grocery,0.257
92404,electronics,0.229
92405,grocery,0.125
92406,furniture,0.336
92407,grocery,0.474
92408,grocery,0.304
92409,electronics,0.252
92410,furniture,0.45
92411,furniture,0.464
92412,appliances,0.292
92413,fashion,0.265
92414,appliances,0.402
92415,grocery,0.125
92416,fashion,0.218
92417,fashion,0.356
92418,furniture,0.296
92419,grocery,0.468
92420,grocery,0.283
92421,furniture,0.119
92422,electronics,0.288
92423,grocery,0.27
92424,appliances,0.442
92425,grocery,0.196
92426,appliances,0.23
92427,fashion,0.168
92428,appliances,0.134
92429,appliances,0.207
92430,furniture,0.304
92431,furniture,0.208
92432,appliances,0.343
92433,electronics,0.274
92434,fashion,0.259
92435,fashion,0.041
92436,grocery,0.134
92437,grocery,0.479
92438,furniture,0.391
92439,fashion,0.407
92440,electronics,0.349
92441,grocery,0.709
92442,grocery,0.438
92443,grocery,0.415
92444,electronics,0.147
92445,fashion,0.325
92446,electronics,0.391
92447,furniture,0.121
92448,appliances,0.049
92449,appliances,0.071
92450,grocery,0.142
92451,electronics,0.306
92452,fashion,0.311
92453,fashion,0.411
92454,appliances,0.36
92455,fashion,0.399
92456,appliances,0.137
92457,furniture,0.087
92458,electronics,0.477
92459,furniture,0.294
92460,fashion,0.466
92461,electronics,0.05
92462,grocery,0.292
92463,furniture,0.697
92464,electronics,0.485
92465,fashion,0.074
92466,grocery,0.689
92467,appliances,0.205
92468,furniture,0.341
92469,electronics,0.114
92470,grocery,0.085
92471,furniture,0.309
92472,grocery,0.112
92473,fashion,0.147
92474,appliances,0.425
92475,grocery,0.725
92476,fashion,0.155
92477,grocery,0.413
92478,grocery,0.344
92479,grocery,0.395
92480,appliances,0.106
92481,appliances,0.067
92482,grocery,0.303
92483,appliances,0.322
92484,furniture,0.24
92485,grocery,0.499
92486,furniture,0.549
92487,electronics,0.503
92488,grocery,0.142
92489,grocery,0.599
92490,grocery,0.3
92491,furniture,0.091
92492,grocery,0.384
92493,appliances,0.341
92494,appliances,0.174
92495,electronics,0.048
92496,furniture,0.576
92497,grocery,0.145
92498,grocery,0.498
92499,appliances,0.146
92500,electronics,0.563
92501,electronics,0.275
92502,fashion,0.37
92503,electronics,0.256
92504,grocery,0.411
92505,electronics,0.144
92506,fashion,0.016
92507,furniture,0.429
92508,fashion,0.075
92509,electronics,0.293
92510,grocery,0.08
92511,grocery,0.361
92512,fashion,0.214
92513,grocery,0.362
92514,appliances,0.315
92515,grocery,0.26
92516,appliances,0.171
92517,furniture,0.311
92518,furniture,0.408
92519,fashion,0.213
92520,furniture,0.272
92521,appliances,0.31
92522,appliances,0.12
92523,fashion,0.375
92524,furniture,0.347
92525,electronics,0.174
92526,furniture,0.578
92527,furniture,0.164
92528,furniture,0.336
92529,grocery,0.113
92530,electronics,0.072
92531,fashion,0.246
92532,electronics,0.261
92533,appliances,0.031
92534,electronics,0.576
92535,grocery,0.04
92536,furniture,0.524
92537,furniture,0.368
92538,electronics,0.292
92539,grocery,0.28
92540,furniture,0.586
92541,fashion,0.308
92542,fashion,0.339
92543,appliances,0.157
92544,furniture,0.616
92545,appliances,0.709
92546,electronics,0.449
92547,grocery,0.408
92548,fashion,0.5
92549,grocery,0.374
92550,electronics,0.222
92551,fashion,0.062
92552,electronics,0.092
92553,appliances,0.482
92554,furniture,0.261
92555,furniture,0.35
92556,grocery,0.181
92557,furniture,0.44
92558,electronics,0.648
92559,electronics,0.242
92560,grocery,0.089
92561,appliances,0.341
92562,appliances,0.399
92563,fashion,0.151
92564,furniture,0.214
92565,furniture,0.104
92566,electronics,0.132
92567,electronics,0.12
92568,grocery,0.303
92569,grocery,0.455
92570,fashion,0.502
92571,fashion,0.409
92572,appliances,0.176
92573,appliances,0.166
92574,fashion,0.31
92575,appliances,0.302
92576,furniture,0.714
92577,grocery,0.242
92578,fashion,0.24
92579,grocery,0.601
92580,appliances,0.206
92581,grocery,0.233
92582,electronics,0.071
92583,fashion,0.408
92584,furniture,0.403
92585,grocery,0.399
92586,fashion,0.272
92587,fashion,0.101
92588,fashion,0.299
92589,grocery,0.424
92590,grocery,0.211
92591,grocery,0.069
92592,furniture,0.239
92593,electronics,0.212
92594,grocery,0.285
92595,grocery,0.082
92596,grocery,0.252
92597,fashion,0.33
92598,fashion,0.094
92599,grocery,0.736
92600,appliances,0.149
92601,grocery,0.169
92602,furniture,0.114
92603,appliances,0.337
92604,appliances,0.345
92605,grocery,0.193
92606,electronics,0.588
92607,grocery,0.393
92608,appliances,0.108
92609,grocery,0.08
92610,grocery,0.385
92611,appliances,0.126
92612,furniture,0.252
92613,fashion,0.194
92614,furniture,0.249
92615,fashion,0.147
92616,electronics,0.298
92617,fashion,0.382
92618,electronics,0.268
92619,furniture,0.138
92620,electronics,0.052
92621,fashion,0.387
92622,appliances,0.348
92623,furniture,0.232
92624,grocery,0.123
92625,fashion,0.371
92626,fashion,0.046
92627,fashion,0.32
92628,grocery,0.319
92629,grocery,0.602
92630,fashion,0.172
92631,grocery,0.03
92632,electronics,0.204
92633,appliances,0.43
92634,grocery,0.386
92635,furniture,0.231
92636,fashion,0.077
92637,furniture,0.329
92638,fashion,0.278
92639,furniture,0.136
92640,electronics,0.374
92641,grocery,0.276
92642,appliances,0.077
92643,furniture,0.259
92644,appliances,0.444
92645,grocery,0.175
92646,grocery,0.303
92647,fashion,0.543
92648,fashion,0.034
92649,electronics,0.38
92650,appliances,0.226
92651,electronics,0.099
92652,grocery,0.356
92653,furniture,0.404
92654,electronics,0.131
92655,appliances,0.422
92656,furniture,0.144
92657,appliances,0.03
92658,electronics,0.596
92659,electronics,0.246
92660,appliances,0.27
92661,electronics,0.384
92662,appliances,0.179
92663,appliances,0.224
92664,grocery,0.343
92665,grocery,0.191
92666,grocery,0.407
92667,electronics,0.216
92668,appliances,0.317
92669,fashion,0.324
92670,grocery,0.674
92671,electronics,0.241
92672,grocery,0.38
92673,fashion,0.583
92674,furniture,0.171
92675,electronics,0.245
92676,fashion,0.184
92677,grocery,0.261
92678,appliances,0.221
92679,grocery,0.088
92680,fashion,0.362
92681,grocery,0.304
92682,electronics,0.118
92683,appliances,0.423
92684,fashion,0.179
92685,fashion,0.368
92686,furniture,0.089
92687,furniture,0.14
92688,grocery,0.112
92689,electronics,0.189
92690,fashion,0.376
92691,fashion,0.122
92692,furniture,0.189
92693,electronics,0.237
92694,electronics,0.438
92695,furniture,0.359
92696,furniture,0.076
92697,furniture,0.46
92698,furniture,0.184
92699,grocery,0.507
92700,electronics,0.507
92701,furniture,0.345
92702,appliances,0.508
92703,grocery,0.224
92704,furniture,0.555
92705,electronics,0.467
92706,electronics,0.072
92707,furniture,0.431
92708,fashion,0.434
92709,grocery,0.511
92710,appliances,0.301
92711,electronics,0.21
92712,furniture,0.419
92713,grocery,0.107
92714,grocery,0.113
92715,furniture,0.327
92716,fashion,0.035
92717,furniture,0.344
92718,grocery,0.101
92719,furniture,0.147
92720,grocery,0.214
92721,appliances,0.087
92722,fashion,0.564
92723,appliances,0.378
92724,appliances,0.311
92725,furniture,0.133
92726,electronics,0.134
92727,fashion,0.257
92728,fashion,0.477
92729,grocery,0.385
92730,grocery,0.244
92731,furniture,0.728
92732,appliances,0.617
92733,grocery,0.484
92734,grocery,0.2
92735,furniture,0.226
92736,appliances,0.213
92737,electronics,0.248
92738,fashion,0.525
92739,electronics,0.801
92740,furniture,0.491
92741,appliances,0.284
92742,grocery,0.024
92743,appliances,0.193
92744,furniture,0.024
92745,electronics,0.135
92746,electronics,0.337
92747,electronics,0.566
92748,appliances,0.259
92749,furniture,0.049
92750,grocery,0.62
92751,appliances,0.261
92752,furniture,0.185
92753,appliances,0.121
92754,appliances,0.349
92755,furniture,0.271
92756,electronics,0.444
92757,grocery,0.139
92758,furniture,0.416
92759,appliances,0.307
92760,furniture,0.201
92761,fashion,0.396
92762,appliances,0.352
92763,fashion,0.418
92764,furniture,0.378
92765,furniture,0.431
92766,furniture,0.527
92767,fashion,0.294
92768,furniture,0.09
92769,furniture,0.108
92770,grocery,0.147
92771,grocery,0.455
92772,fashion,0.124
92773,appliances,0.46
92774,appliances,0.285
92775,electronics,0.045
92776,grocery,0.274
92777,furniture,0.388
92778,electronics,0.452
92779,furniture,0.064
92780,grocery,0.06
92781,grocery,0.506
92782,furniture,0.511
92783,furniture,0.257
92784,electronics,0.448
92785,grocery,0.399
92786,fashion,0.35
92787,furniture,0.127
92788,grocery,0.712
92789,grocery,0.456
92790,appliances,0.294
92791,grocery,0.403
92792,grocery,0.144
92793,fashion,0.215
92794,grocery,0.426
92795,furniture,0.044
92796,electronics,0.342
92797,fashion,0.451
92798,fashion,0.219
92799,furniture,0.562
92800,grocery,0.216
92801,furniture,0.21
92802,grocery,0.125
92803,fashion,0.422
92804,furniture,0.108
92805,furniture,0.367
92806,fashion,0.226
92807,furniture,0.379
92808,grocery,0.279
92809,furniture,0.05
92810,fashion,0.226
92811,electronics,0.399
92812,furniture,0.333
92813,grocery,0.173
92814,grocery,0.085
92815,electronics,0.243
92816,grocery,0.132
92817,electronics,0.422
92818,grocery,0.132
92819,electronics,0.533
92820,appliances,0.412
92821,appliances,0.584
92822,grocery,0.035
92823,fashion,0.182
92824,grocery,0.365
92825,grocery,0.441
92826,furniture,0.127
92827,appliances,0.253
92828,furniture,0.572
92829,fashion,0.518
92830,electronics,0.156
92831,appliances,0.404
92832,furniture,0.163
92833,electronics,0.122
92834,electronics,0.187
92835,grocery,0.347
92836,appliances,0.209
92837,electronics,0.125
92838,appliances,0.507
92839,grocery,0.103
92840,grocery,0.339
92841,electronics,0.101
92842,appliances,0.092
92843,furniture,0.085
92844,electronics,0.265
92845,grocery,0.395
92846,grocery,0.348
92847,grocery,0.252
92848,fashion,0.051
92849,furniture,0.323
92850,electronics,0.616
92851,electronics,0.324
92852,furniture,0.262
92853,furniture,0.502
92854,grocery,0.606
92855,furniture,0.284
92856,electronics,0.569
92857,appliances,0.198
92858,grocery,0.396
92859,electronics,0.496
92860,grocery,0.607
92861,furniture,0.303
92862,furniture,0.459
92863,grocery,0.293
92864,grocery,0.397
92865,electronics,0.086
92866,fashion,0.398
92867,appliances,0.147
92868,furniture,0.458
92869,electronics,0.504
92870,appliances,0.409
92871,electronics,0.04
92872,fashion,0.132
92873,furniture,0.246
92874,electronics,0.217
92875,grocery,0.554
92876,appliances,0.165
92877,fashion,0.381
92878,appliances,0.064
92879,appliances,0.143
92880,grocery,0.41
92881,fashion,0.373
92882,furniture,0.636
92883,electronics,0.242
92884,furniture,0.551
92885,grocery,0.034
92886,furniture,0.272
92887,fashion,0.361
92888,fashion,0.367
92889,electronics,0.172
92890,furniture,0.355
92891,furniture,0.419
92892,fashion,0.09
92893,furniture,0.286
92894,appliances,0.257
92895,electronics,0.193
92896,furniture,0.263
92897,fashion,0.376
92898,electronics,0.258
92899,furniture,0.162
92900,fashion,0.329
92901,fashion,0.155
92902,electronics,0.131
92903,electronics,0.212
92904,fashion,0.549
92905,fashion,0.181
92906,fashion,0.334
92907,fashion,0.318
92908,electronics,0.133
92909,fashion,0.409
92910,grocery,0.616
92911,appliances,0.237
92912,furniture,0.386
92913,fashion,0.353
92914,fashion,0.163
92915,furniture,0.483
92916,fashion,0.125
92917,appliances,0.295
92918,grocery,0.468
92919,fashion,0.118
92920,grocery,0.749
92921,furniture,0.28
92922,grocery,0.6
92923,furniture,0.437
92924,appliances,0.034
92925,grocery,0.254
92926,appliances,0.369
92927,electronics,0.33
92928,grocery,0.122
92929,electronics,0.554
92930,appliances,0.133
92931,appliances,0.298
92932,furniture,0.093
92933,grocery,0.162
92934,appliances,0.624
92935,fashion,0.359
92936,furniture,0.241
92937,appliances,0.289
92938,furniture,0.173
92939,electronics,0.218
92940,furniture,0.177
92941,furniture,0.26
92942,grocery,0.598
92943,furniture,0.121
92944,appliances,0.131
92945,furniture,0.267
92946,electronics,0.439
92947,furniture,0.503
92948,electronics,0.383
92949,appliances,0.639
92950,grocery,0.152
92951,fashion,0.219
92952,electronics,0.235
92953,grocery,0.286
92954,appliances,0.248
92955,appliances,0.434
92956,appliances,0.226
92957,grocery,0.211
92958,furniture,0.169
92959,appliances,0.171
92960,fashion,0.212
92961,fashion,0.082
92962,appliances,0.03
92963,appliances,0.173
92964,fashion,0.329
92965,furniture,0.119
92966,appliances,0.547
92967,fashion,0.332
92968,electronics,0.424
92969,grocery,0.24
92970,appliances,0.171
92971,grocery,0.187
92972,furniture,0.474
92973,furniture,0.525
92974,grocery,0.252
92975,fashion,0.354
92976,grocery,0.549
92977,grocery,0.425
92978,grocery,0.697
92979,fashion,0.531
92980,furniture,0.413
92981,appliances,0.285
92982,furniture,0.594
92983,appliances,0.425
92984,electronics,0.105
92985,grocery,0.766
92986,furniture,0.512
92987,furniture,0.533
92988,electronics,0.304
92989,grocery,0.046
92990,appliances,0.392
92991,grocery,0.404
92992,electronics,0.292
92993,grocery,0.547
92994,grocery,0.303
92995,fashion,0.71
92996,fashion,0.575
92997,grocery,0.631
92998,electronics,0.466
92999,appliances,0.469
93000,electronics,0.165
93001,grocery,0.393
93002,furniture,0.485
93003,grocery,0.226
93004,appliances,0.204
93005,furniture,0.135
93006,fashion,0.504
93007,electronics,0.312
93008,fashion,0.389
93009,furniture,0.08
93010,fashion,0.318
93011,fashion,0.478
93012,furniture,0.105
93013,electronics,0.35
93014,fashion,0.039
93015,electronics,0.149
93016,furniture,0.292
93017,appliances,0.051
93018,appliances,0.202
93019,fashion,0.3
93020,appliances,0.365
93021,appliances,0.307
93022,furniture,0.227
93023,furniture,0.172
93024,appliances,0.117
93025,furniture,0.035
93026,furniture,0.601
93027,furniture,0.554
93028,appliances,0.464
93029,fashion,0.209
93030,fashion,0.467
93031,appliances,0.277
93032,fashion,0.573
93033,grocery,0.307
93034,appliances,0.199
93035,grocery,0.233
93036,furniture,0.532
93037,electronics,0.294
93038,grocery,0.48
93039,furniture,0.088
93040,appliances,0.239
93041,furniture,0.273
93042,electronics,0.131
93043,electronics,0.23
93044,furniture,0.137
93045,electronics,0.281
93046,fashion,0.784
93047,electronics,0.38
93048,electronics,0.217
93049,furniture,0.268
93050,fashion,0.063
93051,grocery,0.349
93052,grocery,0.432
93053,grocery,0.355
93054,grocery,0.694
93055,electronics,0.163
93056,electronics,0.201
93057,furniture,0.435
93058,electronics,0.12
93059,electronics,0.218
93060,furniture,0.214
93061,appliances,0.349
93062,appliances,0.341
93063,grocery,0.174
93064,electronics,0.132
93065,grocery,0.218
93066,grocery,0.46
93067,furniture,0.163
93068,fashion,0.408
93069,appliances,0.068
93070,electronics,0.633
93071,fashion,0.342
93072,electronics,0.478
93073,furniture,0.279
93074,fashion,0.324
93075,furniture,0.029
93076,appliances,0.224
93077,appliances,0.432
93078,appliances,0.303
93079,grocery,0.028
93080,grocery,0.48
93081,appliances,0.449
93082,electronics,0.436
93083,electronics,0.355
93084,appliances,0.363
93085,furniture,0.257
93086,grocery,0.556
93087,grocery,0.137
93088,furniture,0.539
93089,electronics,0.311
93090,electronics,0.468
93091,furniture,0.568
93092,grocery,0.388
93093,appliances,0.558
93094,grocery,0.316
93095,furniture,0.191
93096,grocery,0.096
93097,appliances,0.327
93098,electronics,0.504
93099,grocery,0.195
93100,grocery,0.172
93101,electronics,0.199
93102,fashion,0.363
93103,furniture,0.747
93104,fashion,0.258
93105,grocery,0.14
93106,appliances,0.595
93107,furniture,0.285
93108,appliances,0.072
93109,furniture,0.134
93110,electronics,0.288
93111,furniture,0.133
93112,grocery,0.13
93113,furniture,0.356
93114,appliances,0.233
93115,electronics,0.082
93116,appliances,0.022
93117,furniture,0.188
93118,appliances,0.421
93119,grocery,0.663
93120,grocery,0.107
93121,electronics,0.464
93122,electronics,0.334
93123,appliances,0.133
93124,furniture,0.254
93125,electronics,0.032
93126,appliances,0.033
93127,furniture,0.63
93128,grocery,0.345
93129,furniture,0.38
93130,grocery,0.203
93131,appliances,0.215
93132,electronics,0.217
93133,electronics,0.324
93134,fashion,0.33
93135,furniture,0.37
93136,furniture,0.2
93137,furniture,0.45
93138,furniture,0.756
93139,furniture,0.469
93140,grocery,0.159
93141,fashion,0.246
93142,fashion,0.202
93143,electronics,0.309
93144,electronics,0.159
93145,furniture,0.205
93146,electronics,0.542
93147,appliances,0.228
93148,appliances,0.123
93149,furniture,0.016
93150,appliances,0.35
93151,appliances,0.258
93152,electronics,0.199
93153,appliances,0.09
93154,fashion,0.558
93155,grocery,0.305
93156,grocery,0.185
93157,appliances,0.187
93158,fashion,0.543
93159,electronics,0.665
93160,furniture,0.426
93161,fashion,0.469
93162,fashion,0.457
93163,fashion,0.047
93164,electronics,0.229
